country,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,anom_x,anom_y,login_data
United_States,11,9,55,4.0,0,0.0,9,1,F,True,False,True,True,422,3197,0.5300064822650726,0.1,11
Italy,21,10,41,36.0,2,100.0,0,0,F,True,True,False,False,469,3198,99.28084914704596,2.064816025080768,81
Spain,16,8,12,19.0,0,0.0,0,0,F,True,True,False,True,48,2854,0.1,0.3,4
United_States,12,8,10,4.0,0,0.0,1,0,F,True,False,True,False,702,3199,0.1,0.1,3
Germany,10,8,13,1.0,0,0.0,5,0,F,False,False,False,True,249,2856,0.1,0.10242464879403992,22
Germany,12,8,0,1.0,6,100.0,0,0,F,True,False,True,False,199,3201,109.49917628766606,5.226644059657929,29
Germany,10,8,38,1.0,0,0.0,2,0,F,True,False,True,True,54,3202,0.4267277841134292,0.4746160313372967,35
France,22,8,0,43.0,3,100.0,0,0,F,True,False,True,False,250,3201,99.8,2.677062750497834,11
United_Kingdom,10,8,19,9.0,0,0.0,0,0,F,True,False,True,True,15,2858,0.02445494676633855,0.027987559101717786,16
United_Kingdom,10,8,3,8.0,0,0.0,11,0,M,False,False,False,True,448,2856,0.5176779105281455,0.06299359392181265,21
United_States,10,8,11,5.0,0,0.0,0,0,F,False,False,False,True,707,3203,0.2218698411168893,0.2407253708466089,10
France,10,8,3,36.0,0,0.0,0,0,F,True,False,True,True,610,2858,0.3,0.3,12
France,10,8,71,36.0,0,0.0,0,0,M,False,False,False,True,49,2855,0.1,0.1,16
United_States,10,8,3,4.0,0,0.0,0,0,F,True,False,True,True,110,2854,0.3,0.1084930310555447,25
Italy,11,8,5,30.0,0,0.0,4,0,F,True,False,True,True,400,2855,0.542002644596303,0.7267490463686256,47
United_States,17,8,50,4.0,0,0.0,35,2,F,True,False,True,True,22,3195,0.6426296948051046,0.14809266451881026,29
Italy,10,8,0,29.0,0,0.0,3,0,F,False,False,False,True,346,3202,0.2985976156792559,0.3,50
Italy,10,9,30,27.0,0,0.0,7,0,M,True,True,False,True,38,2857,0.1398918850461734,0.1,78
Germany,10,8,0,1.0,0,0.0,0,8,M,False,False,False,True,182,2855,0.22287024074236989,1.0120362040896824,36
United_Kingdom,11,8,61,5.0,0,0.0,32,2,M,False,False,False,True,11,3201,0.1,0.1,22
United_States,10,8,2,4.0,0,0.0,13,0,F,False,False,False,True,137,2855,0.3,0.2,12
Italy,10,8,2,29.0,0,0.0,20,0,F,True,False,True,True,670,3200,0.10841141572675456,0.7231609669235955,77
United_Kingdom,10,8,5,9.0,0,0.0,0,0,M,True,False,True,True,11,3204,0.13476354727110812,0.11471319553112384,9
Germany,11,8,69,2.0,0,0.0,4,3,M,False,False,False,False,11,3200,0.4871660345355637,0.2,40
United_States,10,8,2,3.0,0,0.0,3,0,M,False,False,False,True,224,2856,0.2448570258919235,0.1,8
United_States,10,8,6,4.0,0,0.0,0,0,M,True,False,True,True,396,3205,0.3,0.08137967643615489,26
United_Kingdom,10,8,4,7.0,0,0.0,0,0,F,True,False,True,True,45,2857,0.2,0.01928449682790748,37
United_States,10,8,18,4.0,0,0.0,2,0,F,False,False,False,True,320,3197,0.1,1.5443627200145305,36
Germany,13,8,42,2.0,0,0.0,11,0,F,True,True,False,True,105,3198,0.41700262106541336,0.04022640831035002,24
Spain,10,8,3,15.0,0,0.0,0,0,M,True,False,True,True,301,3201,0.3,0.2,2
France,11,8,19,37.0,0,0.0,0,0,F,True,False,True,False,206,3197,0.3,0.4331250589028508,16
United_States,11,8,3,4.0,0,0.0,0,0,F,True,False,True,True,290,3198,0.1,0.07035502759316797,6
Italy,22,8,3,29.0,0,0.0,0,0,M,True,False,True,True,113,3197,0.07496933735166167,0.040813666284283394,64
United_Kingdom,17,12,0,8.0,4,50.0,20,2,F,True,False,True,False,151,2855,49.84845717368857,3.4901740474966685,99
United_States,12,8,9,5.0,0,0.0,0,2,F,True,False,True,True,94,2855,0.2,0.1,12
United_States,10,8,4,4.0,0,0.0,0,7,F,True,False,True,True,12,3200,0.2,0.3,99
France,11,8,41,35.0,1,0.0,0,2,F,True,False,True,True,162,3201,0.2,1.1936943064801775,14
United_Kingdom,10,8,3,11.0,0,0.0,1,0,F,False,False,False,True,17,2857,0.3824291734730827,0.2,29
United_Kingdom,10,8,3,9.0,0,0.0,1,0,F,True,False,True,True,234,2855,0.2,0.6010244516459776,1
France,10,9,147,45.0,0,0.0,1,0,F,True,False,True,True,13,3200,0.057127490029784164,0.3,13
United_States,10,8,0,4.0,0,0.0,3,0,F,False,False,False,True,707,3203,0.7950148185510248,0.8986663779949748,7
France,10,8,4,36.0,0,0.0,0,0,F,True,False,True,True,655,3196,1.4275260013054416,0.2,14
Germany,11,8,4,1.0,0,-6.0,10,0,M,True,False,True,False,137,2859,0.1,0.3,22
France,12,8,3,35.0,0,0.0,0,1,M,True,True,False,True,191,3202,0.6076050182960664,0.1,11
Italy,15,12,9,30.0,0,0.0,16,0,M,False,False,False,True,43,2858,0.1,0.2,30
France,10,8,10,43.0,0,0.0,1,0,M,False,False,False,True,139,2856,0.2,0.6962280711709642,11
France,14,10,5,38.0,0,0.0,0,9,M,True,False,True,True,518,3198,0.1360123444852762,0.3,12
Italy,10,8,6,26.0,0,0.0,0,0,M,True,False,True,True,700,3196,0.1859569535964241,0.3,55
Italy,10,8,0,24.0,0,0.0,0,3,F,False,False,False,True,524,3197,0.8815824774635871,0.29941890406596755,69
Germany,10,8,1,0.0,3,100.0,2,5,M,True,False,True,True,260,2852,99.46455696155884,3.0760359166643454,24
United_States,14,10,1,3.0,0,0.0,0,13,M,True,False,True,True,18,2857,0.3,1.168402206405321,3
Spain,10,9,1,15.0,3,100.0,1,1,M,False,False,False,True,15,2859,99.07185146152412,2.997982374748232,1
France,10,9,0,36.0,0,0.0,0,3,M,False,False,False,False,12,3201,0.1,0.3168448047849723,16
United_States,12,8,4,4.0,0,0.0,0,0,F,False,False,False,True,691,2852,0.1,0.2,15
United_States,10,9,8,4.0,0,0.0,0,0,M,True,True,False,True,626,3196,0.3153656385712648,0.6527667346938499,20
United_Kingdom,12,8,3,8.0,0,0.0,0,0,M,True,False,True,True,537,2857,0.27694787642183,0.2,25
United_States,10,8,15,4.0,0,0.0,0,0,M,False,False,False,True,269,2859,0.3056984488313927,0.2,23
Italy,10,8,17,27.0,0,0.0,0,0,F,True,False,True,True,53,2857,-7.3551248353349985,0.1,62
France,10,8,0,35.0,2,0.0,14,0,M,True,True,False,True,66,2855,0.692475333513126,2.304970423726315,13
United_States,10,8,4,4.0,0,0.0,0,0,M,False,False,False,True,697,2858,0.37752423290853865,0.1,30
Spain,10,9,33,14.0,0,0.0,4,0,M,False,False,False,False,14,2856,0.2,0.1851471807803985,1
United_Kingdom,10,8,0,8.0,0,0.0,0,3,M,False,False,False,True,697,2859,0.1,0.6866799239631336,16
United_States,16,8,0,5.0,6,83.0,0,0,F,False,False,False,True,14,2857,83.21825795413673,6.0107156892888085,5
Germany,15,8,3,1.0,0,0.0,131,0,F,False,False,False,True,69,3204,0.0006711623407082412,0.1,35
United_States,10,8,0,4.0,0,0.0,5,0,F,False,False,False,True,699,3195,0.3,1.0640021376460571,35
United_States,11,8,15,4.0,0,0.0,1,0,F,False,False,False,True,127,3195,0.32670595673756364,0.427390947102096,13
United_States,10,8,1,4.0,0,0.0,12,0,M,True,False,True,True,661,3195,0.2,0.2,26
United_States,10,8,0,4.0,0,0.0,3,0,F,False,False,False,True,671,3202,0.09024463019449414,0.2,16
France,11,8,9,36.0,4,25.0,1,0,F,True,False,True,True,157,3199,24.475286814944845,3.7929913428532975,14
Italy,10,8,26,23.0,0,0.0,0,0,F,True,False,True,True,696,3196,0.9713954478118564,0.2,92
United_States,10,8,7,4.0,0,0.0,1,0,F,True,False,True,True,343,3195,0.5687328606790574,0.1,18
United_States,10,8,8,5.0,0,0.0,1,0,F,False,False,False,True,100,2852,0.4362051582932272,0.2,7
United_Kingdom,24,20,211,5.0,0,0.0,155,2,F,True,False,True,False,24,3201,0.3,0.3,27
France,10,8,7,39.0,0,0.0,28,1,M,True,False,True,True,21,2853,0.1,0.3076052969510153,15
United_States,10,8,52,5.0,0,0.0,0,0,F,False,False,False,True,15,3205,0.3,0.13774945321511553,11
Spain,10,8,0,18.0,0,0.0,3,0,M,False,False,False,True,400,2857,0.2,0.02888429651179962,99
United_States,10,8,11,4.0,0,0.0,9,0,F,False,False,False,True,41,3197,0.3,0.9136905252389941,15
United_States,13,9,3,4.0,0,0.0,3,0,M,False,False,False,True,639,2854,-5.17083457822009,0.3357812604672234,20
United_Kingdom,11,8,3,9.0,0,0.0,0,0,M,True,False,True,True,33,2857,0.1,0.10670291372834932,4
France,11,8,16,36.0,0,0.0,4,0,F,True,False,True,False,12,3199,0.20478314473791884,1.2228101461183831,10
United_States,10,8,1,4.0,0,0.0,6,0,F,False,False,False,True,708,3204,0.3,0.005897808402606207,40
France,10,8,3,37.0,0,0.0,0,0,M,False,False,False,True,317,2853,0.1,0.9207113809883596,14
United_Kingdom,22,8,2,7.0,7,71.0,1,0,F,True,False,True,False,33,2858,71.0421399059059,7.216778533038133,27
Italy,10,8,2,31.0,0,0.0,18,0,F,False,False,False,True,703,3200,0.939785653985856,0.3,68
United_Kingdom,18,9,3,10.0,0,0.0,1,0,F,True,False,True,True,219,3204,0.7617931051085038,0.9584234587063204,5
Italy,10,8,3,25.0,0,0.0,0,0,M,True,False,True,True,700,3196,0.12610801408896938,0.3,47
Spain,10,9,6,11.0,0,0.0,2,0,F,True,True,False,True,146,3205,0.1,0.4691939793869654,1
Spain,96,61,10,14.0,29,91.6,0,0,M,False,False,False,False,11,3201,91.44770775592696,29.39518553282383,2
Germany,12,11,0,1.0,0,0.0,4,0,M,False,False,False,True,381,3202,0.2,0.1,25
Spain,10,8,17,15.0,0,0.0,0,0,M,True,False,True,True,707,3204,0.3634399440607447,0.3,3
Germany,11,8,31,2.0,0,0.0,92,2,F,True,False,True,True,15,3196,0.2,0.2,20
United_Kingdom,12,9,9,11.0,0,0.0,0,0,F,True,False,True,True,611,2856,0.3253196877266681,0.06924585114874053,27
United_Kingdom,11,10,4,5.0,2,0.0,10,2,M,False,False,False,True,32,2857,0.3,1.9971882398157617,23
Germany,12,8,90,2.0,0,0.0,2,1,M,True,False,True,True,11,3198,0.1,0.1,25
United_Kingdom,11,9,71,5.0,0,0.0,0,0,M,True,False,True,True,372,2855,0.4786312126498153,0.12494211890928145,8
United_States,10,8,5,4.0,0,0.0,1,0,M,True,False,True,True,592,2854,0.1,0.07927504950831843,7
Spain,11,9,0,14.0,0,0.0,9,0,M,False,False,False,True,527,2858,0.3240592191275293,0.1,3
United_States,11,8,70,4.0,0,0.0,0,1,F,False,False,False,True,40,3203,0.1,0.14643731722959574,22
Italy,15,11,26,26.0,4,75.0,14,20,M,False,False,False,True,49,2858,74.62757556103902,3.3872980683706366,92
United_Kingdom,10,8,60,8.0,0,0.0,1,4,M,True,False,True,True,13,3205,0.3,0.2,18
United_States,10,8,16,4.0,1,0.0,2,0,F,False,False,False,True,232,2859,108.204137580262,1.0492849331778162,10
Italy,49,8,1,27.0,11,90.0,1,0,M,False,False,False,False,25,3202,89.75509964107478,11.24214292336239,49
United_Kingdom,37,8,0,8.0,6,0.0,26,1,F,True,True,False,False,580,3204,0.1361972365412561,5.822266972474141,21
France,10,8,0,39.0,0,0.0,12,0,F,False,False,False,True,697,2858,0.1,0.2,13
United_Kingdom,10,8,2,8.0,0,0.0,7,0,F,False,False,False,True,653,3201,0.3,0.3,22
France,10,8,6,37.0,0,0.0,0,0,F,True,False,True,True,11,2859,0.6887983897244411,0.3,12
United_Kingdom,16,9,10,6.0,0,0.0,368,35,F,True,False,True,True,11,2852,0.3,0.678858346248523,32
United_Kingdom,12,8,96,8.0,0,0.0,69,1,M,True,True,False,True,60,2854,0.3,0.3,16
Spain,10,8,6,15.0,0,0.0,0,0,F,True,False,True,True,17,2858,1.0119676301490057,0.2,6
United_States,11,8,8,4.0,0,0.0,5,2,F,False,False,False,True,182,2855,0.5986882007955951,0.5276150727230375,95
Germany,10,8,9,1.0,0,0.0,0,0,F,False,False,False,True,166,2856,-8.387682898077205,0.2,22
Germany,11,8,7,1.0,0,0.0,0,0,M,False,False,False,True,701,3198,0.1467383528283861,0.3,36
Germany,10,8,4,1.0,0,0.0,13,0,M,False,False,False,True,169,3195,0.3,0.7437333831361954,23
United_States,10,8,7,4.0,0,0.0,5,0,M,False,False,False,True,360,3195,0.2,0.2,19
United_Kingdom,10,8,26,8.0,0,0.0,10,1,M,True,False,True,True,22,3203,0.34481484789748656,0.4666406783897722,22
Italy,10,8,7,30.0,0,0.0,3,0,M,True,False,True,True,12,3205,0.3966191190214506,0.1,45
Germany,10,8,22,0.0,0,0.0,0,0,F,True,False,True,True,688,3202,0.3490974474294088,0.1,34
Italy,10,8,4,26.0,0,0.0,1,0,F,True,False,True,True,12,3199,0.4793158883404151,0.14947789308978526,41
United_States,10,8,47,4.0,0,0.0,10,0,F,True,False,True,True,14,3199,0.3,0.4260622294156193,6
Italy,13,8,107,31.0,1,0.0,3,0,M,True,False,True,True,28,3203,-6.189997223789465,1.2493038516600257,77
United_Kingdom,19,8,1157,6.0,0,0.0,0,0,M,True,True,False,True,502,2857,0.3,0.3765033824712746,31
United_States,10,8,6,4.0,0,0.0,0,0,M,False,False,False,True,703,3199,0.22454867237036785,0.1,99
Germany,10,8,1,1.0,0,0.0,16,0,F,False,False,False,True,387,2855,0.1,0.3,40
United_States,12,8,1,4.0,0,0.0,6,4,F,True,True,False,True,53,3203,0.6439443059966586,0.2,15
Spain,10,8,22,17.0,0,0.0,4,1,M,False,False,False,True,11,3199,0.2,0.2,97
Spain,13,8,140,13.0,0,0.0,0,3,M,True,False,True,True,48,3197,0.3,0.3,5
Germany,10,8,4,1.0,0,0.0,0,0,M,True,False,True,True,634,3195,0.1,0.1,33
Germany,12,8,4,1.0,0,0.0,0,0,F,True,False,True,True,35,3198,0.7731966906196129,0.3,31
Spain,10,8,9,19.0,0,0.0,0,0,M,True,False,True,True,170,2855,0.3,0.3,8
Spain,10,8,4,15.0,0,0.0,0,0,M,False,False,False,True,339,3195,0.8249450608014129,0.1,8
Germany,13,8,21,2.0,1,0.0,5,0,M,False,False,False,False,165,3197,0.2,1.8789826886959664,24
United_Kingdom,10,8,11,10.0,0,0.0,0,0,F,True,False,True,True,177,3204,0.17987103457069634,0.3,26
Spain,38,8,6,14.0,24,76.0,0,0,F,False,False,False,False,13,2858,76.12417846212975,24.584408137720324,6
United_States,10,8,24,5.0,0,0.0,0,0,F,False,False,False,True,265,2853,0.2,0.6921718373728387,3
United_States,23,8,0,4.0,9,100.0,0,0,M,False,False,False,True,131,2855,99.8,9.983396911864556,1
United_States,11,8,3,4.0,2,0.0,0,0,F,True,False,True,True,14,3196,0.8121222580329319,1.5157022389023256,38
Germany,17,18,5,2.0,1,0.0,3,2,F,True,False,True,True,38,3197,0.3,0.7614231388328748,31
United_Kingdom,13,8,57,9.0,0,0.0,5,0,M,True,False,True,True,592,3200,0.3575926036912088,0.2,29
Italy,51,90,105,27.0,19,94.0,7,1,F,True,False,True,False,11,3199,93.29852347944687,18.92486561989445,71
United_Kingdom,11,8,3,7.0,0,0.0,24,0,F,False,False,False,True,365,3196,0.3187096131762006,0.1,14
Italy,11,8,0,27.0,0,0.0,7,0,M,True,False,True,True,540,2859,1.0251995643688792,0.3,99
France,11,8,0,39.0,4,60.0,0,0,M,False,False,False,True,32,2854,-1.926434518713782,3.0216626447683566,12
United_Kingdom,10,8,22,3.0,0,0.0,7,0,F,False,False,False,True,62,3204,0.1,0.2,6
United_Kingdom,36,8,2,7.0,26,100.0,0,0,M,False,False,False,True,11,2853,99.20136377185128,26.116583593998808,8
United_States,10,8,8,5.0,0,0.0,0,0,F,False,False,False,True,704,3200,0.07623712112480965,0.3523771434877098,14
United_States,12,8,6,5.0,0,0.0,6,4,F,False,False,False,True,229,3204,0.01936204615399033,0.2,22
United_States,10,8,5,4.0,0,0.0,5,0,F,False,False,False,True,568,3196,0.1,0.2568800569071085,35
Italy,10,8,3,33.0,0,0.0,0,0,F,False,False,False,True,11,3202,0.11846945615094838,0.3611186850451584,87
Spain,10,9,3,14.0,0,0.0,0,0,M,False,False,False,True,700,3196,0.1,0.3,2
United_States,10,8,9,4.0,0,0.0,0,1,M,True,True,False,True,685,2856,0.2,0.1,14
United_States,12,8,3,4.0,0,0.0,0,0,F,True,False,True,False,45,2856,0.6624941222037988,0.3,31
United_States,12,8,6,5.0,0,0.0,0,0,M,True,True,False,True,674,3202,0.4944420952143211,0.13588917998942684,11
Italy,10,8,2,26.0,0,0.0,5,0,F,True,True,False,True,689,3195,0.3353252845531666,0.1,88
United_States,10,8,0,4.0,0,0.0,17,0,M,False,False,False,True,697,2858,0.2,0.3645637385173249,7
France,11,10,53,42.0,0,0.0,34,19,M,True,True,False,True,55,2855,0.2485556550457864,1.3658721544653378,14
France,11,8,0,37.0,1,0.0,0,0,F,True,False,True,True,32,2858,0.5209540311748194,0.8710086004466444,15
Italy,10,8,0,28.0,0,0.0,30,0,F,False,False,False,True,282,2854,0.1,0.1,68
United_Kingdom,30,22,28,5.0,60,96.4,139,6,M,False,False,False,False,11,2855,96.5113105474192,60.56610058797234,23
United_States,15,8,16,5.0,0,0.0,0,2,M,True,False,True,True,81,3196,0.2,0.9435292353314216,24
Germany,10,8,25,1.0,0,0.0,2,0,M,False,False,False,True,12,2855,0.302990212336846,0.014849324078074518,35
Italy,10,8,0,25.0,0,0.0,8,0,M,True,False,True,True,37,3199,0.6109020344115668,0.3,33
Italy,10,8,4,29.0,0,0.0,1,0,F,True,False,True,False,488,3199,0.2,0.03006979443277347,67
Germany,13,11,0,1.0,0,0.0,6,0,F,False,False,False,True,417,3205,1.0768790049497712,0.2654002640224005,37
France,12,8,1,35.0,3,100.0,0,0,M,True,True,False,True,43,2857,99.08648586651087,4.145372060309076,10
Germany,10,8,9,1.0,0,0.0,0,0,F,True,False,True,True,685,3196,0.2,0.1,38
Germany,10,8,9,1.0,5,60.0,131,3,F,False,False,False,True,23,3199,59.769272515989186,4.733828759748512,34
France,10,8,9,40.0,0,0.0,12,0,M,False,False,False,True,21,2858,0.0699583202993925,0.2,16
Germany,10,8,17,1.0,0,0.0,2,0,F,True,False,True,True,357,3201,0.1,0.3,30
Germany,10,8,1,1.0,0,0.0,13,0,F,False,False,False,True,378,3203,0.1,0.08824752549226839,37
United_States,10,8,8,5.0,0,0.0,0,0,F,False,False,False,True,701,3197,0.93576941898262,0.3054164054941763,10
France,19,8,0,37.0,0,0.0,11,0,F,False,False,False,False,284,3201,0.1,0.1677346861318752,16
United_States,10,8,0,4.0,0,0.0,4,0,M,False,False,False,True,635,2855,0.5932659645700246,0.1,38
Spain,10,8,3,13.0,0,0.0,1,0,F,False,False,False,True,31,3202,0.07580568906044875,0.5791142229349054,10
United_Kingdom,10,8,5,7.0,0,0.0,0,0,M,True,False,True,True,329,2852,0.2,0.2,10
United_Kingdom,11,8,5,5.0,0,0.0,1,0,F,True,False,True,True,24,2855,0.5757727170335447,0.2,19
Germany,10,8,4,1.0,0,0.0,0,0,M,True,False,True,True,635,2854,0.1,1.0820953109950162,28
United_States,10,8,9,5.0,0,0.0,0,0,M,False,False,False,True,580,2854,0.7801887940443873,0.9409671549129356,13
Spain,10,8,5,18.0,0,0.0,0,1,F,False,False,False,False,14,2857,0.3,0.3,7
France,18,10,13,39.0,0,0.0,6,2,F,True,False,True,True,14,3196,0.8048662729331891,0.004187461140274493,14
Italy,10,8,117,25.0,1,0.0,2,0,M,True,False,True,True,12,3197,0.6179598244397869,0.5348493180472504,57
France,11,8,0,37.0,2,100.0,0,0,M,False,False,False,True,597,3195,99.28212461389195,3.677014774822568,11
United_Kingdom,16,8,9,8.0,4,100.0,2,3,F,True,False,True,True,29,3203,99.8,4.68607730069592,17
France,14,16,82,35.0,1,0.0,44,16,F,False,False,False,True,18,2852,0.2,0.6881845056061382,12
United_States,10,8,3,4.0,0,0.0,2,0,F,True,False,True,True,118,3197,1.0298250481093905,0.2967142335344173,22
Italy,11,9,4,28.0,0,0.0,43,34,F,False,False,False,False,14,2856,0.5475454347951771,0.1,72
United_Kingdom,10,8,17,8.0,0,0.0,0,0,F,False,False,False,True,187,3200,0.3,0.2,25
Italy,10,8,0,27.0,0,0.0,0,4,M,False,False,False,False,12,2854,0.052413988889587634,0.25622807373253004,60
United_Kingdom,10,8,4,7.0,0,0.0,2,1,F,False,False,False,True,32,3204,0.3,0.1,14
Spain,20,9,404,12.0,0,0.0,9,2,M,True,False,True,True,31,3203,0.2,0.3649701767575604,2
United_Kingdom,10,12,28,7.0,0,0.0,4,0,M,False,False,False,True,306,2854,0.1,0.18114673231732745,12
Italy,16,17,3,29.0,8,100.0,0,0,F,True,False,True,True,12,3197,99.8,8.808712106911294,78
United_States,10,9,3,4.0,0,0.0,0,0,M,True,False,True,True,76,2858,0.11628804267265228,0.2,29
United_Kingdom,10,8,1,6.0,0,0.0,8,0,M,False,False,False,True,707,3203,0.1,0.2,27
United_States,24,8,0,5.0,0,0.0,0,0,F,False,False,False,False,482,2859,0.3910344052505792,0.9126394900300508,15
Germany,13,8,5,1.0,0,0.0,137,6,F,False,False,False,True,343,2859,0.1,0.7469290315314224,30
United_Kingdom,12,8,4,7.0,1,0.0,0,0,F,True,False,True,True,378,2858,0.5298569788818179,1.0439692527443685,27
Germany,10,8,43,1.0,0,0.0,0,0,M,False,False,False,True,363,3199,0.2,0.3817404424444564,35
Italy,10,8,17,24.0,0,0.0,20,0,M,False,False,False,True,190,3202,0.2,0.26358526364226353,72
United_States,10,8,7,4.0,0,0.0,0,0,M,False,False,False,True,231,2855,0.3,0.1,9
United_Kingdom,10,8,2,4.0,0,0.0,3,0,F,False,False,False,True,470,3200,1.641740137719235,0.2,32
United_States,12,9,1,4.0,0,0.0,1,6,M,True,True,False,True,14,2857,0.2075310397869766,0.7420492148161514,11
Germany,10,10,44,1.0,0,0.0,29,1,F,True,False,True,True,18,3200,0.2156152744233992,0.3,29
United_Kingdom,15,8,2,7.0,6,50.0,0,0,M,False,False,False,True,356,2856,49.60775645282326,6.529901204732632,30
France,10,8,62,41.0,0,0.0,0,7,F,True,False,True,True,11,2858,0.1,0.1,13
United_Kingdom,10,8,6,9.0,0,0.0,0,0,M,False,False,False,True,699,3195,0.1,0.2848100891821518,31
France,10,8,53,36.0,0,0.0,13,0,F,False,False,False,False,16,3198,0.7466635904132909,1.3320393952767966,12
France,10,8,11,40.0,0,0.0,0,0,F,False,False,False,True,135,2859,0.1,0.03787430363330256,15
Italy,10,8,4,26.0,0,0.0,0,0,F,True,False,True,True,446,2855,0.2,0.1,92
United_States,10,8,4,4.0,0,0.0,0,0,F,True,False,True,True,701,3197,0.8997853066918637,0.8917654227290274,87
United_States,19,22,182,4.0,0,0.0,180,1,M,True,False,True,True,75,2854,0.737705774956026,0.3,16
France,11,9,49,36.0,0,0.0,2,0,M,True,False,True,True,15,3200,0.09573421813772344,0.9966009303493648,15
United_States,10,8,6,4.0,0,0.0,0,0,F,True,False,True,True,699,3195,0.2,0.3,13
Germany,10,8,2,1.0,0,0.0,52,2,M,False,False,False,True,219,3205,0.4877885864516379,1.5066804584956868,39
United_States,11,12,13,4.0,0,0.0,11,0,M,True,False,True,True,124,2854,0.2562550369711969,0.3,15
Germany,10,8,0,1.0,0,0.0,9,1,F,False,False,False,True,256,2856,0.3,0.2692289772120962,34
Italy,10,8,7,25.0,0,0.0,0,0,F,True,True,False,True,504,3197,0.06565205158248934,0.5785408262746913,66
France,10,8,11,38.0,0,0.0,1,0,M,True,True,False,True,12,3195,0.2,0.7970263588477949,13
Italy,10,8,0,26.0,0,0.0,4,0,M,False,False,False,True,565,3197,0.3,0.3,74
United_States,10,8,6,5.0,0,0.0,2,0,M,True,False,True,True,475,3203,0.2,0.4134457461680675,15
Germany,10,8,1,1.0,0,0.0,3,0,M,True,False,True,True,554,2855,104.60874418427585,0.2,30
France,10,8,0,40.0,0,0.0,4,0,M,False,False,False,True,693,2856,0.3708704916480013,0.3,16
Germany,10,8,4,1.0,0,0.0,0,0,F,False,False,False,True,55,2855,0.5741154073594932,0.1,34
United_States,10,8,0,4.0,0,0.0,3,0,F,False,False,False,True,681,2859,0.16070061223059828,0.707308548443647,13
Spain,18,8,74,17.0,0,0.0,507,5,F,True,False,True,False,11,3197,0.3609674705768969,0.19080622465508548,5
Italy,10,8,7,31.0,0,0.0,0,0,F,True,False,True,True,682,3203,0.2,0.8053309054667039,57
United_Kingdom,10,9,18,8.0,0,0.0,3,1,F,False,False,False,True,137,3201,0.2,0.1,18
United_Kingdom,10,8,9,3.0,0,0.0,0,0,M,True,False,True,True,11,3200,0.07755574658295868,0.1,24
United_Kingdom,10,8,13,4.0,0,0.0,0,0,M,True,False,True,True,78,2854,0.1,0.959292694721107,15
Spain,10,8,0,13.0,0,0.0,4,0,F,False,False,False,True,348,2853,0.3,0.2,1
Spain,10,8,7,12.0,0,0.0,4,1,F,True,False,True,True,28,3195,0.3,0.2,1
France,10,9,7,41.0,0,0.0,0,1,F,True,False,True,True,36,3196,0.2,0.3,15
Spain,10,8,4,15.0,0,0.0,0,0,F,True,False,True,True,73,2859,0.2,0.1,4
Germany,10,8,0,1.0,0,0.0,17,0,F,False,False,False,True,704,3200,0.1,0.3,27
Germany,10,9,1,0.0,0,0.0,0,5,M,True,True,False,True,11,3201,0.2429193597223056,0.1,26
Italy,10,8,0,28.0,0,0.0,8,0,F,False,False,False,True,705,3201,0.2556486528065275,0.604079026514017,71
France,10,8,0,40.0,0,0.0,3,0,M,False,False,False,True,42,2855,0.2,0.06510805929922486,13
France,10,8,12,45.0,0,0.0,0,0,M,True,False,True,True,706,3202,0.5643379319470959,0.618227550827491,15
United_States,10,8,18,4.0,0,0.0,0,0,F,True,False,True,True,558,2858,0.3,0.2527323497963752,88
Italy,14,9,77,27.0,0,0.0,2,0,F,True,False,True,True,529,2855,0.2084061600618684,0.2,54
Italy,10,8,3,31.0,0,0.0,11,0,F,False,False,False,True,16,3203,0.05897792852296601,0.3,56
United_States,11,8,4,3.0,0,0.0,0,0,M,False,False,False,True,696,2857,0.4605747988609257,0.2763897371515165,15
Italy,10,8,9,28.0,0,0.0,0,0,M,True,False,True,True,708,3204,0.6320975794454419,0.2545336319490205,5
United_Kingdom,13,13,30,7.0,0,0.0,5,2,F,True,False,True,False,114,2856,0.2,0.1,7
France,11,8,6,35.0,0,0.0,1,0,F,False,False,False,True,81,2857,0.3,0.2,14
United_Kingdom,10,8,0,10.0,0,0.0,5,0,M,False,False,False,True,708,3204,0.2,0.2,41
United_States,10,8,4,4.0,0,0.0,0,0,M,False,False,False,True,11,3203,0.1,0.1,87
Germany,11,8,33,1.0,0,0.0,23,1,M,False,False,False,True,35,3198,0.2,1.0755330913687593,20
United_States,10,8,12,5.0,0,0.0,1,0,F,True,False,True,True,89,2857,0.1,0.412482850112682,4
Italy,10,8,0,29.0,0,0.0,4,0,M,False,False,False,True,708,3204,0.3,0.2,47
Germany,12,8,4,2.0,0,0.0,1,0,M,True,False,True,True,334,3205,0.3,0.3,27
Germany,11,8,3,1.0,0,0.0,0,0,F,True,False,True,True,682,2857,0.2,0.3,35
United_Kingdom,10,8,5,10.0,0,0.0,0,0,F,False,False,False,True,11,3202,0.09880360635717153,0.2,20
Italy,13,9,2,27.0,0,0.0,14,0,M,False,False,False,True,592,3201,0.3952818401483465,0.1,61
Italy,11,8,0,29.0,0,0.0,10,0,F,True,False,True,False,198,2853,0.1,0.1,92
