country,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,anom_x,anom_y,login_data,likes
France,19,8,1,36.0,9,100.0,0,0,F,True,False,True,True,19,3200,99.8383555692865,8.14072859706248,15,118.68815985281348
United_States,10,8,4,5.0,0,0.0,1,0,F,False,False,False,True,557,3199,0.1,0.11803697489441632,19,66.02689218372937
Italy,10,8,0,27.0,0,0.0,3,0,M,False,False,False,True,386,3200,0.2,0.2,0,89.597163599154
Germany,17,16,2,1.0,2,100.0,1,0,F,True,False,True,False,28,3197,99.8,3.526169423120498,30,20.827321376419007
United_States,14,7,42,5.0,0,0.0,2,3,M,True,False,True,True,195,2857,0.03884304669509198,0.3155264674039319,11,57.490701764166445
United_States,10,8,6,4.0,0,0.0,0,0,M,True,False,True,True,699,3195,0.253015252650794,0.2,22,75.50059705215001
Italy,11,8,7,28.0,2,100.0,0,0,M,False,False,False,True,241,2854,99.7,2.242818063278995,65,78.35897626222018
United_States,10,8,6,4.0,0,0.0,7,0,F,False,False,False,True,96,2852,0.3,0.2,29,39.57497289445177
France,15,9,1,43.0,4,100.0,0,0,M,True,False,True,False,18,3197,99.312054677515,3.833337190689096,12,133.12331535644518
France,10,8,3,39.0,1,0.0,8,2,M,True,False,True,True,191,3204,0.04797667527241148,1.140577098177606,11,141.04164138565875
Spain,13,8,16,10.0,0,0.0,1,0,M,True,False,True,True,126,3196,0.2,0.18645683124198198,2,84.30033727910657
Spain,10,8,1,18.0,0,0.0,3,0,M,False,False,False,True,221,3201,0.2,0.1,3,72.74580325492045
France,10,8,0,35.0,0,0.0,4,0,F,False,False,False,True,666,2858,0.3,0.3,13,156.88305232289818
France,10,8,6,40.0,0,0.0,0,0,F,True,True,False,True,670,2857,0.21620250294467674,0.3305813532428876,12,119.59309310305765
Italy,10,12,8,29.0,0,0.0,6,0,F,True,False,True,True,21,3205,0.3671296678696637,0.17887301163612998,76,64.00495538585389
United_Kingdom,11,8,4,10.0,2,100.0,0,1,F,False,False,False,True,150,2857,99.7,3.0618741009218966,14,0.9282768324815969
United_States,10,8,4,5.0,0,0.0,0,0,M,False,False,False,True,657,3201,-4.0357388350154295,0.3,1,25.0
United_States,10,8,6,5.0,0,0.0,0,1,F,True,False,True,True,651,3200,0.3,0.2,40,57.22584618772254
Germany,51,9,71,1.0,20,85.0,1,4,M,True,False,True,False,348,3201,84.92480823051555,20.201325962547788,31,19.38924036488507
Germany,10,9,3,0.0,0,0.0,0,1,F,False,False,False,True,21,3196,0.1,0.14255054901636344,25,26.25027161911082
Spain,20,10,3,18.0,1,0.0,0,0,F,True,False,True,True,11,3199,0.2,0.7260779100839405,3,80.45933451275019
United_States,15,26,396,5.0,0,0.0,29,1,M,False,False,False,False,12,3202,0.3,0.16081451531072094,44,66.5893231906804
United_Kingdom,10,8,6,8.0,0,0.0,1,1,F,True,False,True,True,651,3199,0.10167870346424106,0.2,23,12.096817267310051
United_States,10,8,3,4.0,0,0.0,0,0,F,False,False,False,True,702,3198,0.4417253681221288,0.3,20,71.14196489663591
Spain,13,8,0,14.0,0,0.0,200,31,F,False,False,False,True,323,2852,0.19855525132199944,0.2,3,81.38296403845166
United_Kingdom,10,8,37,10.0,0,0.0,2,0,F,True,False,True,True,613,3200,0.17120648110327671,0.7757036949104639,29,15.53418407441983
Spain,65,48,593,17.0,47,93.0,66,1,F,True,False,True,False,11,2854,93.09907646641425,47.00977253926617,0,64.4888442363133
United_Kingdom,11,8,0,7.0,0,0.0,10,0,M,False,False,False,True,613,2855,0.15586108042257446,0.7239533139708643,9,9.755101741334869
Spain,13,9,12,15.0,0,0.0,0,17,F,False,False,False,True,48,2853,0.1,0.27232675907506365,9,75.59912600295696
United_States,14,9,22,4.0,1,0.0,11,0,F,True,False,True,True,41,2858,0.7714876029653006,0.634584850452202,17,48.640138793544864
Spain,10,8,4,13.0,0,0.0,0,0,M,True,False,True,True,212,2856,0.1,0.4697965681781559,98,90.61627966159725
United_States,15,8,18,5.0,1,0.0,0,4,F,False,False,False,True,14,2854,0.5593653753900484,0.39013764275178,10,66.31404794722623
France,10,8,6,34.0,0,0.0,0,0,F,False,False,False,True,538,3199,0.5066649758301611,1.0325031200406125,13,56.0
France,11,9,3,39.0,0,0.0,2,1,M,False,False,False,True,15,2857,0.2,0.3,12,103.38308529418875
United_States,11,8,10,4.0,0,0.0,0,0,F,False,False,False,True,114,2857,0.3,0.5075205973345883,27,46.200956462521916
Spain,10,8,0,19.0,0,0.0,4,0,M,True,False,True,True,280,3205,1.1237028339098774,0.3,8,65.31965181740722
France,15,8,2,35.0,8,100.0,2,0,F,True,False,True,True,37,3196,99.08694823847513,7.840471059256129,14,64.1998519111346
United_States,10,11,103,4.0,0,0.0,17,0,F,True,False,True,True,147,3205,0.09562432590291196,0.2,24,40.81438144918079
France,10,8,5,38.0,0,0.0,0,0,F,True,True,False,True,202,2856,0.3598984033887275,0.3908407324111026,12,121.33974894590938
Spain,10,8,11,20.0,0,0.0,0,0,F,True,False,True,True,181,3203,0.8844406448242653,1.0958030133522816,2,152.0
Spain,10,8,2,10.0,0,0.0,7,0,F,True,True,False,True,274,2853,1.1385736296153843,0.3,4,70.47522891350644
France,13,8,3,41.0,1,0.0,47,13,F,False,False,False,False,13,3198,0.2626558983916133,0.2376338087271358,14,133.0
United_Kingdom,19,9,0,7.0,5,60.0,0,0,F,True,False,True,False,426,3197,60.0765085042816,5.4759869882597645,11,8.373403237943823
France,12,8,4,37.0,0,0.0,0,0,M,True,False,True,True,611,3198,0.1,0.5136973096476263,13,115.88723127119894
United_States,11,8,10,4.0,0,0.0,0,0,M,True,False,True,True,688,3196,0.8882453337700728,0.6722008796087426,22,58.84951368180441
France,10,8,0,35.0,0,0.0,6,0,F,False,False,False,True,111,3200,0.3957374457735995,0.6558216014213764,11,143.58709060279025
France,10,10,8,42.0,0,0.0,7,0,F,True,True,True,True,12,3197,0.5839110006572326,1.011035010135254,13,85.8329057993497
Italy,11,8,21,26.0,0,0.0,0,0,F,True,False,True,True,659,2857,0.8493624884353678,0.2870161234642756,34,80.356564165898
Germany,10,8,21,1.0,0,0.0,1,0,F,False,False,False,True,26,2858,0.3,0.3,25,23.56127567119948
Germany,10,8,3,1.0,0,0.0,1,0,F,True,False,True,True,404,3197,0.3739377720197243,0.3126107833288653,35,25.27406468139267
Italy,10,8,3,27.0,0,0.0,0,0,F,True,False,True,True,674,3199,0.7874521084596489,0.1388056475460538,48,64.9298535861277
United_States,12,8,26,4.0,0,0.0,11,4,F,True,False,True,True,17,3202,0.6775403596315407,0.5264526136602303,17,80.99331501211384
Germany,10,8,8,1.0,0,0.0,3,0,M,False,False,False,True,57,2855,0.24734301904721204,1.2388008266617798,28,22.11223141895776
Italy,10,9,9,28.0,0,0.0,0,0,F,False,False,False,True,313,2855,0.3,0.2,52,88.3410402452876
Germany,10,8,8,1.0,0,0.0,0,0,F,True,False,True,True,696,2857,0.155292552189587,0.3,29,26.277814404928126
Italy,10,8,10,27.0,0,0.0,0,0,M,True,False,True,True,124,2855,0.2,0.5484156930512124,74,62.68970250714385
Italy,20,8,0,26.0,7,85.0,0,0,M,True,True,False,True,109,2852,85.0468736502213,8.915682349270279,67,24.0
United_States,14,13,420,4.0,0,0.0,39,0,F,True,False,True,False,12,2854,0.759845732152524,0.1,21,60.45144811724943
United_Kingdom,31,8,6,8.0,5,100.0,12,0,M,False,False,False,False,22,3201,99.7,5.325817781365278,13,10.235838378659228
United_Kingdom,11,8,11,6.0,1,0.0,4,2,F,False,False,False,True,40,2852,0.3,1.0475502879938636,19,7.90337852576103
Germany,13,8,41,1.0,1,0.0,138,17,F,True,False,True,True,13,2857,1.247595307777684,0.00735776860079973,34,80.0
France,11,8,6,38.0,0,0.0,0,0,F,True,False,True,False,664,3199,0.3,0.17895081634324111,13,136.80801211319033
Italy,14,9,2,32.0,6,66.0,3,0,M,True,False,True,False,162,3200,66.22287143251528,5.750283235953853,17,65.04168273691509
United_Kingdom,33,11,12,9.0,0,0.0,7,1,F,False,False,False,False,199,3202,0.7581769928479818,0.3,21,11.009975899838807
Italy,10,8,24,31.0,0,0.0,0,1,M,True,True,False,True,284,2856,0.3856279129880499,0.011382570422083493,67,64.30721405890726
Germany,10,8,13,1.0,0,0.0,0,0,F,False,False,False,True,148,3204,0.33842093068260715,0.5692665644263168,29,28.02822607617556
Italy,14,10,9,29.0,0,0.0,3,0,F,True,False,True,False,366,3196,0.1,0.3,60,60.09923414362089
Italy,12,8,69,31.0,0,0.0,5,0,M,True,False,True,True,17,3197,0.7318106611430267,0.07531461866946652,67,61.296058226136424
France,11,8,7,36.0,0,0.0,22,2,M,False,False,False,True,336,3196,0.9366138375915936,0.5618396754185909,12,106.50125707592002
France,14,13,357,44.0,3,100.0,6,24,F,True,False,True,True,11,3198,99.85067202783158,2.3786802645386182,14,129.7990939504508
United_States,10,8,3,4.0,0,0.0,1,1,F,False,False,False,True,450,3198,0.3780324602925136,0.1,15,72.01282115016086
United_Kingdom,10,8,3,5.0,0,0.0,0,0,F,False,False,False,True,347,3204,0.2,0.8093839914738049,18,9.603145422540916
United_Kingdom,11,8,38,8.0,0,0.0,13,0,F,False,False,False,True,14,3203,0.1,0.3,10,10.610293032132045
United_Kingdom,11,8,0,4.0,0,0.0,11,1,M,False,False,False,True,672,3200,0.2,0.3,7,28.0
Italy,13,8,1,29.0,4,100.0,0,0,F,False,False,False,True,16,3196,99.9,4.061958595040578,62,66.22293483245316
Germany,10,8,2,1.0,0,0.0,0,5,F,False,False,False,True,46,3202,0.1,0.03649849634654133,28,19.555645546870455
United_States,11,8,10,4.0,0,0.0,0,0,M,True,False,True,True,624,3198,0.6529476893797123,0.3,21,68.25008808205216
United_Kingdom,10,8,4,7.0,0,0.0,0,0,F,False,False,False,True,687,3205,0.009364305438278544,0.1,35,5.359825230954234
United_States,10,8,3,5.0,0,0.0,0,0,M,False,False,False,True,402,2856,0.5757156877067701,0.1,18,65.49262665565205
United_Kingdom,11,8,43,9.0,0,0.0,6,8,F,True,True,False,True,97,3205,0.1,1.1171333838739483,15,13.681437119488885
France,10,8,2,44.0,0,0.0,10,0,F,False,False,False,True,135,2859,0.2,0.2,15,80.79045601495977
Italy,20,8,40,30.0,8,62.0,0,0,F,False,False,False,True,198,3198,62.251586273794096,8.284706574462021,81,73.73229716127537
France,11,8,4,36.0,0,0.0,0,0,M,True,True,False,True,80,3200,0.3269620992443484,0.4865715716420672,13,112.1752142181723
United_States,11,8,1,4.0,0,0.0,5,2,F,True,False,True,True,97,3201,0.1,0.451872719900444,36,65.26634015632872
France,14,8,688,40.0,1,0.0,2,2,M,False,False,False,True,11,3199,0.08738199578684196,1.5424594778936032,13,86.29398849700718
Italy,10,8,3,29.0,0,0.0,0,0,M,True,False,True,True,694,3204,0.1,0.1,68,60.59565543094401
Spain,30,8,1,12.0,22,95.0,0,0,F,True,False,True,True,12,3198,95.74125607846442,22.81174934551021,3,72.57973072147249
Spain,10,8,4,14.0,0,0.0,9,0,M,True,False,True,True,25,2857,0.4971386343113528,0.015226566410630166,6,67.58647799861781
Germany,10,8,24,1.0,0,0.0,10,0,M,True,True,False,True,575,3197,106.6394580708575,0.2,32,23.600809483953284
Germany,11,8,31,2.0,0,0.0,5,0,M,True,False,True,True,279,3197,0.14954665754150884,0.1,32,17.168306624003467
Italy,11,8,5,27.0,1,0.0,5,1,M,True,True,False,True,362,2854,0.5615392635343712,0.818203875012018,69,74.39493786749357
United_States,23,8,6,4.0,0,0.0,5,2,F,False,False,False,False,19,3200,0.013612267093137616,0.1,26,57.14807902183063
Italy,11,8,29,30.0,0,0.0,1,1,F,False,False,False,True,41,3203,0.3,0.3,49,108.79441339275962
France,30,8,0,37.0,4,100.0,0,0,F,True,False,True,False,367,3203,99.73729670081877,4.540648803074003,16,121.00396898168924
Italy,11,8,0,26.0,0,0.0,16,0,M,True,False,True,True,217,2857,0.033124096216867266,0.6107376538818854,55,61.72994381032473
Italy,10,8,1,31.0,4,75.0,0,0,M,False,False,False,True,634,2859,109.86871659986478,4.09545213548135,74,56.722681614450835
United_Kingdom,10,8,16,7.0,0,0.0,6,0,F,False,False,False,True,94,3203,0.1,0.2,33,7.061119619572196
Germany,10,8,1,1.0,0,0.0,23,2,M,False,False,False,True,40,3202,0.2,0.2,35,25.825776895371362
Germany,10,8,3,1.0,0,0.0,3,0,M,False,False,False,True,692,2853,0.1,0.9342054266924844,34,82.0
Germany,14,9,1,2.0,0,0.0,16,1,F,False,False,False,True,174,3199,110.33365550317171,1.038224701261628,27,25.370055443910317
United_Kingdom,14,8,0,8.0,9,90.0,0,0,M,True,False,True,False,94,3197,89.0016694067119,8.330708565825425,11,11.798855990129137
France,21,12,386,41.0,1,0.0,21,1,M,True,False,True,False,11,3200,0.4652554595203902,0.8074699372530998,13,107.68012527010518
United_States,10,8,0,4.0,1,0.0,12,0,F,False,False,False,True,692,2857,0.3,1.814990527826412,21,61.5107552029405
United_States,11,9,31,4.0,0,0.0,0,0,M,True,False,True,True,70,3196,0.3,0.3,4,77.57642754886493
Germany,11,8,9,1.0,2,0.0,1,2,F,False,False,False,False,105,3199,0.3,3.2035553866680084,30,20.249505655649564
Germany,10,8,4,2.0,0,0.0,0,0,M,True,True,False,True,584,3205,1.3260763643664175,0.2,34,21.294406005912442
United_Kingdom,26,54,11,10.0,0,0.0,497,4,F,True,False,True,False,11,3198,0.3177580943393779,0.1,20,7.694467406556849
Germany,10,8,23,1.0,0,0.0,3,5,F,False,False,False,True,74,3202,0.3,0.3,30,24.204359235076012
France,16,10,2,43.0,6,66.0,1,0,F,True,False,True,True,13,3199,65.85406736171677,5.891813086990403,14,126.70823291278705
France,10,9,11,40.0,0,0.0,0,0,F,True,False,True,True,474,3197,0.1,1.0811611014479894,15,85.93982304362054
France,10,7,7,35.0,0,0.0,5,0,M,True,True,False,True,39,3201,0.3,0.1,14,96.66043593546819
Spain,10,8,20,11.0,0,0.0,3,0,M,False,False,False,True,549,3201,0.3,0.2,1,92.1361668342077
France,10,8,3,35.0,0,0.0,0,0,F,False,False,False,True,639,2856,0.2,0.11572054819354673,13,116.94015379457056
United_Kingdom,10,8,2,5.0,0,0.0,25,0,F,False,False,False,True,567,3205,0.4312476034492673,0.1,19,8.906068684707497
France,15,9,22,40.0,0,0.0,3,1,F,True,False,True,True,54,2857,0.3,0.3,13,16.0
Spain,10,8,6,16.0,0,0.0,0,1,F,True,False,True,True,557,3204,1.098114626995986,0.2,4,94.29180706568654
Germany,10,8,0,1.0,0,0.0,4,0,M,False,False,False,True,693,2854,0.1,0.1521067968622528,31,19.574366413626926
France,10,8,7,35.0,0,0.0,0,0,F,False,False,False,True,696,2857,0.3,0.4458615682199708,11,98.18546798343007
France,11,8,0,35.0,2,50.0,0,0,F,True,True,False,True,315,3204,50.24008787939586,1.2804001577206248,14,160.0
United_States,10,8,3,4.0,0,0.0,0,0,M,True,False,True,True,98,2859,0.1,0.7947657038202076,23,40.0
United_Kingdom,10,8,5,8.0,0,0.0,0,0,F,False,False,False,True,248,3195,0.3,0.3050005091560404,18,11.68075748499517
Italy,10,8,0,28.0,0,0.0,0,3,F,False,False,False,True,15,3200,0.1827570804820242,0.2,51,18.0
Spain,10,9,14,12.0,0,0.0,6,0,M,True,False,True,True,269,2857,0.480691799045313,0.7110150671205031,0,49.583781804974926
Italy,10,8,3,29.0,0,0.0,1,0,F,False,False,False,True,375,3199,0.4212911962504381,0.1,78,87.01703289641414
France,11,10,250,41.0,0,0.0,204,1,F,False,False,False,True,12,2855,0.8756282205092303,0.12836109055930034,17,157.95038037690205
France,11,9,3,36.0,0,0.0,3,0,M,True,False,True,True,62,3199,0.028049813158124,0.0992862355800272,12,146.60691754374366
Spain,28,8,28,14.0,0,0.0,22,0,F,False,False,False,False,41,3203,0.4480915801431683,0.2441601188442168,98,61.610333951342476
United_States,30,35,5,5.0,7,100.0,4,0,F,True,False,True,False,15,2854,99.7,6.65964617645265,28,76.29895596017009
Germany,10,8,73,1.0,0,0.0,7,1,M,True,False,True,True,32,3205,0.1,0.1,26,16.66540823893296
Spain,10,8,1,15.0,0,0.0,4,0,M,False,False,False,True,158,3198,0.027965052410905532,0.0972782196214374,2,73.0
United_Kingdom,11,9,16,8.0,0,0.0,13,0,F,False,False,False,True,114,2854,0.1,0.11997733122137093,13,9.330223106488793
United_States,10,8,1,5.0,0,0.0,5,1,F,False,False,False,True,114,3197,0.4993468107160624,0.16078185011928425,33,48.41143235352665
France,10,8,6,38.0,0,0.0,0,0,M,True,True,False,True,662,2859,0.4519281689227746,1.0175606215981603,12,125.48843245038812
United_Kingdom,11,8,0,6.0,0,0.0,9,0,M,False,False,False,True,702,3198,1.0060607628610931,0.18811986961944874,1,6.201499265699673
Germany,10,8,3,1.0,0,0.0,6,1,M,False,False,False,True,100,2853,0.3,1.2352049221698829,47,21.93741727101137
United_Kingdom,12,8,9,6.0,0,0.0,1,1,M,False,False,False,True,25,2857,0.2,0.1,2,10.92415393002505
United_States,10,8,0,4.0,0,0.0,0,6,F,False,False,False,True,699,3195,0.17365776819537007,0.18848993328703254,35,157.0
United_Kingdom,10,8,5,8.0,0,0.0,0,0,M,False,False,False,True,24,3201,0.2,0.3442811580632771,24,9.389419388793447
Italy,10,8,3,26.0,0,0.0,0,0,M,True,True,False,True,323,3196,0.5416506709589319,0.05709978185103917,81,102.24160079706387
France,14,8,1,37.0,0,0.0,468,16,M,False,False,False,True,11,3204,0.2,0.21261590099004807,14,143.87001763970196
United_Kingdom,10,8,4,10.0,0,0.0,25,1,M,False,False,False,True,11,3197,0.2,0.9624583457864524,26,10.03856955031945
Italy,10,8,20,26.0,0,-10.0,0,0,F,True,False,True,True,17,2859,0.3,1.0042007296932078,79,79.60253392233828
France,10,9,3,36.0,0,0.0,1,0,F,False,False,False,True,454,3204,0.6465067348316023,0.4402766282425536,14,104.51718208512368
United_States,10,8,4,4.0,0,0.0,2,0,F,True,True,False,True,174,2852,0.2,0.44941242771529616,4,45.841060334152644
France,12,11,3,46.0,0,0.0,2,0,M,True,False,True,True,296,3204,0.1,0.2,15,134.032643217976
France,13,10,53,34.0,0,0.0,51,0,M,True,False,True,False,17,2859,0.14514361155086195,0.3,13,99.67511993050717
Italy,10,8,9,25.0,0,0.0,0,0,M,False,False,False,True,361,2859,0.1496624606647916,0.5440373120052796,88,68.53007742245136
United_States,10,8,5,5.0,0,0.0,0,0,M,True,False,True,True,576,3195,0.3,0.7370485242895765,20,54.4347809565209
United_States,17,14,5,5.0,0,0.0,17,0,M,False,False,False,True,502,3198,0.1773705716119413,1.143755215560335,18,75.36251657814152
United_Kingdom,10,8,4,7.0,0,0.0,0,0,M,True,False,True,True,687,2855,0.2,0.1,14,10.78795256215463
United_States,10,8,9,5.0,0,0.0,1,0,M,False,False,False,True,637,2853,0.2,0.6951945114916773,11,85.24904707504675
United_Kingdom,10,8,3,5.0,0,0.0,0,0,F,False,False,False,True,11,2857,0.3305204591796848,0.2,26,8.313875810663637
United_Kingdom,10,8,5,6.0,0,0.0,0,0,F,False,False,False,True,12,2855,1.0430449699687796,0.7111466126367763,15,13.513807557026805
Spain,22,8,0,14.0,17,88.0,0,0,F,True,False,True,False,13,2858,87.89267071397562,17.401989986868873,1,83.4512624890051
France,10,8,8,36.0,0,0.0,0,0,M,True,True,False,True,202,2854,0.2,0.2,13,66.0
Spain,20,21,8,18.0,1,0.0,9,0,F,True,True,False,True,689,2854,0.5724930905707211,0.33440162411365915,2,42.0
France,10,8,17,40.0,0,0.0,0,0,M,False,False,False,True,214,3195,0.1,0.2,12,137.56366931439578
France,10,8,2,36.0,0,0.0,19,2,M,False,False,False,True,636,3205,0.3,0.2,10,129.53307485072986
Germany,10,8,7,1.0,0,0.0,0,0,F,True,False,True,True,361,2853,0.3,0.9031415035883958,44,23.189893605482496
United_States,31,9,5,5.0,5,100.0,1,0,F,True,False,True,False,265,3201,99.9,4.715818249601945,91,72.32055085945697
Italy,11,8,19,28.0,0,0.0,0,0,M,True,False,True,True,30,2856,0.2854731961255681,0.0039434438522209375,67,78.08830057256135
Italy,10,8,26,25.0,0,0.0,0,0,F,False,False,False,True,14,2856,0.2,0.4713489090928502,64,96.20415584719677
United_States,10,8,4,5.0,0,0.0,0,0,F,False,False,False,True,699,3195,0.26508485001449833,0.2,17,56.47366472641692
Germany,11,8,14,1.0,0,0.0,0,0,M,True,False,True,True,199,3198,0.017157973641894194,0.3628975033949189,31,53.0
Italy,12,8,30,29.0,0,0.0,1,0,F,True,False,True,True,36,2854,0.3,0.2,66,77.42335178492124
United_States,11,8,1,4.0,0,0.0,5,2,F,True,False,True,True,192,3204,0.3,0.3,29,47.20346814802165
United_Kingdom,10,8,5,6.0,0,0.0,0,0,F,True,False,True,True,621,3200,0.005036213561828547,0.3,16,8.854604432132824
United_Kingdom,10,8,4,7.0,0,0.0,0,0,F,True,False,True,True,694,3205,1.2076017693873748,0.5668592293913121,21,16.47880437781117
United_States,10,8,5,4.0,0,0.0,3,0,F,True,False,True,True,701,3200,0.5113714589438946,0.2,18,57.39717968461007
Spain,13,8,17,16.0,0,0.0,0,0,F,False,False,False,True,558,3204,0.928161986254082,0.516946048743071,5,69.43074493051459
United_Kingdom,10,8,4,9.0,0,0.0,0,0,F,True,False,True,True,582,3195,0.10737356358513564,0.3,17,11.97886030452491
Germany,10,8,7,1.0,0,0.0,0,0,F,False,False,False,True,86,3199,0.6779888579878021,0.013819315795372744,43,25.006636491003206
Italy,15,8,50,29.0,9,100.0,1,0,M,True,True,False,True,11,3198,99.7,9.052724664889695,69,95.92591374358273
United_States,10,9,40,4.0,0,0.0,19,0,F,True,False,True,True,73,3195,0.2152512647607054,0.6851264785103471,11,39.427135803748996
Germany,12,8,30,1.0,0,0.0,0,0,F,True,False,True,True,216,3205,108.01797549942579,0.1,36,21.016739130429073
United_States,10,8,1,4.0,0,0.0,3,0,F,True,True,False,True,703,3205,0.1,0.3,21,53.69513799080762
Italy,12,9,286,26.0,0,0.0,0,0,M,False,False,False,True,441,2857,0.3,0.047506269677740166,71,70.79698713974987
Germany,10,8,41,2.0,0,0.0,0,0,F,False,False,False,True,701,3197,0.1,0.2,26,116.0
France,10,8,3,37.0,0,0.0,0,0,F,True,True,False,True,627,3202,0.4517335428495386,0.3,14,138.29101166355184
United_Kingdom,10,8,1,6.0,0,0.0,11,0,F,False,False,False,True,16,2854,0.3,0.1,22,12.577613845064443
United_States,10,8,5,5.0,0,0.0,0,0,M,False,False,False,True,694,2855,0.3,0.1,15,50.9099989625455
France,20,8,0,40.0,4,100.0,0,0,M,False,False,False,True,430,3201,99.7,4.59500792153994,16,102.01408544212799
Germany,10,8,4,2.0,0,0.0,0,0,F,False,False,False,True,693,2854,0.1,1.0788748188631938,31,23.218522635313313
United_States,15,8,0,4.0,1,0.0,0,0,M,False,False,False,True,11,3195,105.52431722283704,0.914873051945224,99,57.570615162295375
Italy,10,10,0,26.0,0,0.0,10,0,M,True,False,True,True,662,3197,0.3,0.8050278430700278,85,82.46853954701821
Italy,34,8,0,27.0,24,90.9,0,0,F,False,False,False,True,38,2856,90.38937867265228,23.01553317067825,0,62.43078470150583
United_States,10,8,17,4.0,0,0.0,0,0,M,True,False,True,True,681,3204,0.4720634033790097,0.3267917457935786,32,53.9307392383851
France,11,8,66,42.0,0,0.0,0,0,F,False,False,False,True,20,2857,0.07303960502617682,1.0287520714349865,11,58.0
United_States,17,9,4,4.0,0,0.0,0,0,F,True,False,True,True,696,3200,0.8192180214822786,0.3742005180655219,17,51.396217187958925
United_States,10,8,8,4.0,0,0.0,0,0,M,False,False,False,True,507,3197,0.4701439725137926,0.24820373790922146,14,28.0
Germany,10,8,11,1.0,0,0.0,0,0,M,True,False,True,True,36,2856,0.25929529853297023,0.2631526485487973,28,19.865799913771227
United_Kingdom,10,8,2,10.0,0,0.0,5,0,M,False,False,False,True,188,3202,0.2,0.964059010743468,32,131.0
Italy,10,8,0,25.0,0,0.0,7,1,M,False,False,False,True,706,3203,1.0221954586928543,0.16934702674126445,44,86.97721007990224
Spain,11,12,21,11.0,0,0.0,7,2,F,True,True,False,True,375,2856,0.14234512880905878,0.3,1,68.00768710995828
France,11,8,1,41.0,2,100.0,0,0,F,False,False,False,True,656,3199,99.7,1.9842119010147479,12,111.78074314688001
Italy,10,8,0,25.0,0,0.0,5,0,M,False,False,False,True,462,3205,0.2,0.3,81,70.23962912666649
Spain,18,9,76,15.0,10,80.0,8,1,F,True,False,True,True,194,3201,80.20047026994011,9.704665658331027,6,54.72101309561475
Spain,15,8,107,12.0,0,0.0,0,2,F,True,False,True,True,247,2854,0.05558681289087815,0.16907249312866784,0,79.97091168720186
United_Kingdom,14,8,0,8.0,2,100.0,0,0,F,False,False,False,True,394,3201,99.61049663273843,2.6210476475914435,19,0.8529541191644849
United_Kingdom,10,9,17,11.0,0,0.0,3,1,F,True,False,True,True,531,2852,0.2,0.8092014305910844,22,11.67010989176296
United_Kingdom,10,12,17,9.0,0,0.0,1,0,F,True,False,True,True,295,3203,0.1,0.2,27,18.909589616030086
United_Kingdom,13,8,3,8.0,0,0.0,0,3,F,True,False,True,True,559,3198,0.3252894830511189,0.3,28,106.0
United_States,10,9,3,4.0,0,0.0,0,0,F,True,False,True,True,207,3204,0.6591924902729186,0.0749773630649085,6,83.5771834643918
United_States,10,8,12,5.0,0,0.0,15,4,M,False,False,False,True,336,3197,0.3,0.4678164518149371,5,45.605890151333966
United_States,10,8,5,5.0,0,0.0,0,0,M,False,False,False,True,254,2852,0.2,0.3,18,66.35274041470925
United_Kingdom,10,8,11,10.0,1,0.0,14,0,F,False,False,False,True,106,3200,0.3,0.2,26,13.180808718385029
United_States,11,10,5,4.0,0,0.0,1,0,M,True,False,True,False,185,2853,0.468691514095324,0.3637124674821043,99,63.72614019395271
United_States,11,8,37,4.0,0,0.0,102,0,F,True,False,True,True,11,3198,0.25239433590372884,0.17461615509312342,16,80.23944003359185
Italy,11,8,309,33.0,0,0.0,1,2,F,False,False,False,True,11,2856,0.2,0.8178826738756886,94,50.0
United_Kingdom,10,8,2,9.0,0,0.0,5,0,F,False,False,False,True,248,2858,0.588755854507457,0.3,24,5.815063095207672
United_States,12,8,6,5.0,0,0.0,0,0,F,True,False,True,True,281,3200,0.3229339213479841,0.1,20,58.81521844085856
United_States,10,8,18,4.0,0,0.0,0,0,F,True,False,True,True,665,2857,0.9786400431559522,0.3,32,60.750514682765676
France,10,8,4,35.0,0,0.0,0,0,M,False,False,False,True,379,3202,0.3,0.04568157208040797,16,125.50989458136227
France,31,8,0,40.0,5,100.0,0,0,F,True,False,True,False,12,3203,99.9,5.1662343089544605,11,102.08444814189392
United_Kingdom,11,8,9,10.0,1,0.0,0,2,M,False,False,False,True,642,3203,0.3,1.2262087202669352,12,15.034797942572322
United_Kingdom,10,8,3,6.0,0,0.0,0,0,F,True,False,True,True,356,2856,0.3,0.1,24,6.918967174406045
Italy,11,8,21,29.0,0,0.0,1,2,M,False,False,False,False,15,3202,0.1401653695423095,1.049301277461924,61,63.192536349309236
Germany,10,8,9,1.0,0,0.0,0,0,M,True,False,True,True,72,2853,0.7007507205667798,0.3,30,27.645584027804933
Spain,12,9,12,16.0,0,0.0,2,1,F,True,False,True,True,46,3201,0.16335887167241062,0.2,3,45.37909548442455
United_States,11,8,0,4.0,2,100.0,0,0,F,False,False,False,True,91,3199,104.61215249144436,1.8083034769428608,11,77.37332198597633
Italy,10,8,21,33.0,4,75.0,0,2,M,True,False,True,False,27,2858,75.65344226753928,4.403552941804323,82,79.163737433
